away_team,date,neutral,home_score,tournament,home_team,away_score
Brazil,1916-07-10,False,1,Copa América,Argentina,1
Chile,1916-07-12,False,1,Friendly,Argentina,0
Uruguay,1916-07-12,True,1,Copa América,Brazil,2
Chile,1916-07-14,False,4,Friendly,Uruguay,1
Uruguay,1916-07-17,False,0,Copa América,Argentina,0
Brazil,1916-07-18,False,0,Friendly,Uruguay,1
Uruguay,1916-08-15,False,3,Copa Newton,Argentina,1
Argentina,1916-08-15,False,1,Copa Lipton,Uruguay,2
USA,1916-08-20,False,2,Friendly,Sweden,3
USA,1916-09-03,False,1,Friendly,Norway,1
Uruguay,1916-10-01,False,7,Friendly,Argentina,2
Austria,1916-10-01,False,2,Friendly,Hungary,3
Sweden,1916-10-01,False,0,Friendly,Norway,0
Argentina,1916-10-01,False,0,Copa Premio Honor Uruguayo,Uruguay,1
Denmark,1916-10-08,False,4,Friendly,Sweden,0
Norway,1916-10-15,False,8,Friendly,Denmark,0
Argentina,1916-10-29,False,3,Friendly,Uruguay,1
Hungary,1916-11-05,False,3,Friendly,Austria,3
Hungary,1917-05-06,False,1,Friendly,Austria,1
Philippines,1917-05-07,False,2,Friendly,Japan,15
China,1917-05-09,False,0,Far Eastern Championship Games,Japan,5
Philippines,1917-05-10,False,2,Far Eastern Championship Games,Japan,15
Philippines,1917-05-11,True,3,Far Eastern Championship Games,China,0
Sweden,1917-06-03,False,1,Friendly,Denmark,1
Austria,1917-06-03,False,6,Friendly,Hungary,2
Denmark,1917-06-17,False,1,Friendly,Norway,2
Hungary,1917-07-15,False,1,Friendly,Austria,4
Argentina,1917-07-18,False,0,Copa Premio Honor Uruguayo,Uruguay,2
Uruguay,1917-08-15,False,1,Copa Lipton,Argentina,0
Norway,1917-08-19,False,3,Friendly,Sweden,3
Argentina,1917-09-02,False,1,Copa Newton,Uruguay,0
Sweden,1917-09-16,False,0,Friendly,Norway,2
Chile,1917-09-30,False,4,Copa América,Uruguay,0
Brazil,1917-10-03,True,4,Copa América,Argentina,2
Chile,1917-10-06,True,1,Copa América,Argentina,0
Norway,1917-10-07,False,12,Friendly,Denmark,0
Austria,1917-10-07,False,2,Friendly,Hungary,1
Brazil,1917-10-07,False,4,Copa América,Uruguay,0
Chile,1917-10-12,True,5,Copa América,Brazil,0
Denmark,1917-10-14,False,1,Friendly,Sweden,2
Argentina,1917-10-14,False,1,Copa América,Uruguay,0
Brazil,1917-10-16,False,3,Friendly,Uruguay,1
Hungary,1917-11-04,False,1,Friendly,Austria,2
Austria,1917-12-23,False,0,Friendly,Switzerland,1
Austria,1917-12-26,False,3,Friendly,Switzerland,2
Austria,1918-04-14,False,2,Friendly,Hungary,0
Switzerland,1918-05-09,False,5,Friendly,Austria,1
Switzerland,1918-05-12,False,2,Friendly,Hungary,1
Norway,1918-05-26,False,2,Friendly,Sweden,0
Hungary,1918-06-02,False,0,Friendly,Austria,2
Sweden,1918-06-02,False,3,Friendly,Denmark,0
Denmark,1918-06-16,False,3,Friendly,Norway,1
Argentina,1918-07-18,False,1,Copa Premio Honor Uruguayo,Uruguay,1
Argentina,1918-07-28,False,3,Copa Premio Honor Uruguayo,Uruguay,1
Uruguay,1918-08-15,False,0,Copa Premio Honor Argentino,Argentina,0
Uruguay,1918-08-25,False,2,Copa Premio Honor Argentino,Argentina,1
Sweden,1918-09-15,False,2,Friendly,Norway,1
Argentina,1918-09-20,False,1,Copa Lipton,Uruguay,1
Uruguay,1918-09-29,False,2,Copa Newton,Argentina,0
Hungary,1918-10-06,False,0,Friendly,Austria,3
Norway,1918-10-06,False,4,Friendly,Denmark,0
Denmark,1918-10-20,False,1,Friendly,Sweden,2
France,1919-03-09,False,2,Friendly,Belgium,2
Austria,1919-04-06,False,2,Friendly,Hungary,1
Jersey,1919-04-21,False,2,Muratti Vase,Guernsey,0
Argentina,1919-05-11,False,1,Friendly,Paraguay,5
Chile,1919-05-11,False,6,Copa América,Brazil,0
China,1919-05-12,False,0,Far Eastern Championship Games,Philippines,2
Uruguay,1919-05-13,True,2,Copa América,Argentina,3
China,1919-05-13,False,2,Far Eastern Championship Games,Philippines,1
Argentina,1919-05-15,False,0,Friendly,Paraguay,3
China,1919-05-15,False,1,Far Eastern Championship Games,Philippines,2
Uruguay,1919-05-17,True,0,Copa América,Chile,2
Argentina,1919-05-18,False,3,Copa América,Brazil,1
Argentina,1919-05-21,False,1,Friendly,Paraguay,2
Chile,1919-05-22,True,4,Copa América,Argentina,1
Argentina,1919-05-24,False,1,Friendly,Paraguay,2
Uruguay,1919-05-26,False,2,Copa América,Brazil,2
Uruguay,1919-05-29,False,1,Copa América,Brazil,0
Finland,1919-05-29,False,1,Friendly,Sweden,0
Argentina,1919-06-01,False,3,Friendly,Brazil,3
Sweden,1919-06-05,False,3,Friendly,Denmark,0
Sweden,1919-06-09,False,3,Friendly,Netherlands,1
Norway,1919-06-12,False,5,Friendly,Denmark,1
Romania,1919-06-24,False,4,Inter-Allied Games,France,0
Belgium,1919-06-24,True,4,Inter-Allied Games,Czechoslovakia,1
Canada,1919-06-25,True,5,Inter-Allied Games,USA,4
Greece,1919-06-25,True,9,Inter-Allied Games,Italy,0
USA,1919-06-26,True,8,Inter-Allied Games,Czechoslovakia,2
Canada,1919-06-26,True,5,Inter-Allied Games,Belgium,2
Romania,1919-06-26,True,7,Inter-Allied Games,Italy,1
Greece,1919-06-26,False,11,Inter-Allied Games,France,0
USA,1919-06-28,True,7,Inter-Allied Games,Belgium,0
Canada,1919-06-28,True,3,Inter-Allied Games,Czechoslovakia,2
Italy,1919-06-28,False,2,Inter-Allied Games,France,0
Romania,1919-06-28,True,3,Inter-Allied Games,Greece,2
Czechoslovakia,1919-06-29,False,2,Inter-Allied Games,France,3
Sweden,1919-06-29,False,4,Friendly,Norway,3
Argentina,1919-07-18,False,4,Copa Premio Honor Uruguayo,Uruguay,1
Netherlands,1919-08-24,False,4,Friendly,Sweden,1
Argentina,1919-08-24,False,2,Copa Newton,Uruguay,1
Netherlands,1919-08-31,False,1,Friendly,Norway,1
Uruguay,1919-09-07,False,1,Copa Lipton,Argentina,2
Norway,1919-09-14,False,1,Friendly,Sweden,5
Denmark,1919-09-21,False,3,Friendly,Norway,2
Sweden,1919-09-28,False,3,Friendly,Finland,3
Hungary,1919-10-05,False,2,Friendly,Austria,0
Denmark,1919-10-12,False,3,Friendly,Sweden,0
Uruguay,1919-10-19,False,6,Copa Premio Honor Argentino,Argentina,1
England,1919-10-25,False,1,British Home Championship,Northern Ireland,1
Austria,1919-11-09,False,3,Friendly,Hungary,2
Argentina,1919-12-07,False,4,Friendly,Uruguay,2
France,1920-01-18,False,9,Friendly,Italy,4
Wales,1920-02-14,False,2,British Home Championship,Northern Ireland,2
Scotland,1920-02-26,False,1,British Home Championship,Wales,1
France,1920-02-29,False,0,Friendly,Switzerland,2
Northern Ireland,1920-03-13,False,3,British Home Championship,Scotland,0
Wales,1920-03-15,False,1,British Home Championship,England,2
Belgium,1920-03-28,False,2,Friendly,France,1
Italy,1920-03-28,False,3,Friendly,Switzerland,0
Denmark,1920-04-05,False,2,Friendly,Netherlands,0
Scotland,1920-04-10,False,5,British Home Championship,England,4
Jersey,1920-04-15,False,1,Muratti Vase,Guernsey,0
Guernsey,1920-04-29,True,1,Muratti Vase,Alderney,0
Hungary,1920-05-02,False,2,Friendly,Austria,2
Netherlands,1920-05-13,False,1,Friendly,Italy,1
Netherlands,1920-05-16,False,2,Friendly,Switzerland,1
Finland,1920-05-30,False,4,Friendly,Sweden,0
Switzerland,1920-06-06,False,0,Friendly,Sweden,1
Denmark,1920-06-13,False,1,Friendly,Norway,1
Sweden,1920-06-27,False,0,Friendly,Norway,3
Germany,1920-06-27,False,4,Friendly,Switzerland,1
Argentina,1920-07-18,False,2,Copa Premio Honor Uruguayo,Uruguay,0
Uruguay,1920-07-25,False,1,Copa Newton,Argentina,3
Uruguay,1920-08-08,False,1,Copa Premio Honor Argentino,Argentina,0
Yugoslavia,1920-08-28,True,7,Olympic Games,Czechoslovakia,0
Denmark,1920-08-28,True,1,Olympic Games,Spain,0
Egypt,1920-08-28,True,2,Olympic Games,Italy,1
Luxembourg,1920-08-28,True,3,Olympic Games,Netherlands,0
Greece,1920-08-28,True,9,Olympic Games,Sweden,0
Spain,1920-08-29,False,3,Olympic Games,Belgium,1
Italy,1920-08-29,True,3,Olympic Games,France,1
Norway,1920-08-29,True,4,Olympic Games,Czechoslovakia,0
Sweden,1920-08-29,True,5,Olympic Games,Netherlands,4
Czechoslovakia,1920-08-31,True,1,Olympic Games,France,4
Netherlands,1920-08-31,False,3,Olympic Games,Belgium,0
Norway,1920-08-31,True,2,Olympic Games,Italy,1
Sweden,1920-09-01,True,2,Olympic Games,Spain,1
Czechoslovakia,1920-09-02,False,2,Olympic Games,Belgium,0
Italy,1920-09-02,True,2,Olympic Games,Spain,0
Yugoslavia,1920-09-03,True,4,Friendly,Egypt,2
Netherlands,1920-09-05,True,3,Olympic Games,Spain,1
Brazil,1920-09-11,False,0,Copa América,Chile,1
Argentina,1920-09-12,True,1,Copa América,Uruguay,1
Uruguay,1920-09-18,True,0,Copa América,Brazil,6
Sweden,1920-09-19,False,1,Friendly,Finland,0
Argentina,1920-09-20,False,1,Copa América,Chile,1
Brazil,1920-09-25,True,2,Copa América,Argentina,0
Germany,1920-09-26,False,3,Friendly,Austria,2
Norway,1920-09-26,False,0,Friendly,Sweden,0
Uruguay,1920-10-03,False,1,Copa América,Chile,2
Denmark,1920-10-10,False,0,Friendly,Sweden,2
Estonia,1920-10-17,False,6,Friendly,Finland,0
Northern Ireland,1920-10-23,False,2,British Home Championship,England,0
Hungary,1920-10-24,False,1,Friendly,Germany,0
Austria,1920-11-07,False,1,Friendly,Hungary,2
Guyana,1921-01-28,False,1,Friendly,Suriname,2
Wales,1921-02-12,False,2,British Home Championship,Scotland,1
Italy,1921-02-20,False,1,Friendly,France,2
Scotland,1921-02-26,False,0,British Home Championship,Northern Ireland,2
France,1921-03-06,False,3,Friendly,Belgium,1
Switzerland,1921-03-06,False,2,Friendly,Italy,1
England,1921-03-14,False,0,British Home Championship,Wales,0
Sweden,1921-03-26,False,2,Friendly,Austria,2
Alderney,1921-03-28,False,3,Peace Cup,Guernsey,0
Provence,1921-04-03,False,4,Friendly,Catalonia,0
Provence,1921-04-04,False,1,Friendly,Catalonia,0
Alderney,1921-04-07,False,2,Muratti Vase,Jersey,0
Argentina,1921-04-07,False,3,Friendly,Paraguay,1
England,1921-04-09,False,3,British Home Championship,Scotland,0
Northern Ireland,1921-04-09,False,2,British Home Championship,Wales,1
Argentina,1921-04-14,False,2,Friendly,Paraguay,2
Hungary,1921-04-24,False,4,Friendly,Austria,1
Jersey,1921-04-28,False,0,Muratti Vase,Guernsey,1
Austria,1921-05-01,False,2,Friendly,Switzerland,2
Italy,1921-05-05,False,2,Friendly,Belgium,3
Austria,1921-05-05,False,3,Friendly,Germany,3
Italy,1921-05-08,False,2,Friendly,Netherlands,2
Netherlands,1921-05-15,False,1,Friendly,Belgium,1
England,1921-05-21,False,0,Friendly,Belgium,2
Finland,1921-05-25,False,3,Friendly,Norway,2
Finland,1921-05-29,False,0,Friendly,Sweden,3
Philippines,1921-05-30,True,0,Friendly,Japan,3
Japan,1921-05-30,True,3,Far Eastern Championship Games,Philippines,1
Philippines,1921-05-31,False,1,Far Eastern Championship Games,China,0
Japan,1921-06-01,False,4,Far Eastern Championship Games,China,0
Japan,1921-06-03,False,3,Open International Championship,China,0
Germany,1921-06-05,False,3,Friendly,Hungary,0
Netherlands,1921-06-12,False,1,Friendly,Denmark,1
Sweden,1921-06-19,False,3,Friendly,Norway,1
Scotland,1921-07-09,False,0,Friendly,Canada,1
Sweden,1921-07-22,False,0,Friendly,Estonia,0
Austria,1921-07-24,False,1,Friendly,Sweden,3
Austria,1921-07-31,False,2,Friendly,Finland,3
Finland,1921-08-28,False,0,Friendly,Estonia,3
El Salvador,1921-09-14,True,7,Friendly,Costa Rica,0
Germany,1921-09-18,False,3,Friendly,Finland,3
Costa Rica,1921-09-18,False,0,Friendly,Guatemala,6
Norway,1921-09-18,False,0,Friendly,Sweden,3
Brazil,1921-10-02,False,1,Copa América,Argentina,0
Norway,1921-10-02,False,3,Friendly,Denmark,1
Uruguay,1921-10-09,True,2,Copa América,Paraguay,1
Denmark,1921-10-09,False,0,Friendly,Sweden,0
Paraguay,1921-10-12,True,3,Copa América,Brazil,0
Paraguay,1921-10-16,False,3,Copa América,Argentina,0
England,1921-10-22,False,1,British Home Championship,Northern Ireland,1
Uruguay,1921-10-23,True,1,Copa América,Brazil,2
Yugoslavia,1921-10-28,False,6,Friendly,Czechoslovakia,1
Uruguay,1921-10-30,False,1,Copa América,Argentina,0
Paraguay,1921-11-02,False,4,Friendly,Uruguay,2
Sweden,1921-11-06,False,4,Friendly,Hungary,2
Italy,1921-11-06,False,1,Friendly,Switzerland,1
Sweden,1921-11-13,False,2,Friendly,Czechoslovakia,2
Netherlands,1921-11-13,False,0,Friendly,France,5
Portugal,1921-12-18,False,3,Friendly,Spain,1
Poland,1921-12-18,False,1,Friendly,Hungary,0
Belgium,1922-01-15,False,2,Friendly,France,1
Austria,1922-01-15,False,3,Friendly,Italy,3
Scotland,1922-02-04,False,2,British Home Championship,Wales,1
Czechoslovakia,1922-02-26,False,1,Friendly,Italy,1
Northern Ireland,1922-03-04,False,2,British Home Championship,Scotland,1
Luxembourg,1922-03-12,False,1,Friendly,Brittany,0
Wales,1922-03-13,False,1,British Home Championship,England,0
Netherlands,1922-03-26,False,4,Friendly,Belgium,0
Switzerland,1922-03-26,False,2,Friendly,Germany,2
Alderney,1922-04-06,False,8,Muratti Vase,Guernsey,0
Scotland,1922-04-08,False,0,British Home Championship,England,1
Denmark,1922-04-15,False,0,Friendly,Belgium,0
Denmark,1922-04-17,False,2,Friendly,Netherlands,0
Alderney,1922-04-17,False,3,Peace Cup,Guernsey,1
Germany,1922-04-23,False,0,Friendly,Austria,2
Guernsey,1922-04-27,False,1,Muratti Vase,Jersey,2
Spain,1922-04-30,False,0,Friendly,France,4
Austria,1922-04-30,False,1,Friendly,Hungary,1
Belgium,1922-05-07,False,1,Friendly,Netherlands,2
Hungary,1922-05-14,False,0,Friendly,Poland,3
Belgium,1922-05-21,False,4,Friendly,Italy,2
Northern Ireland,1922-05-25,False,2,Friendly,Norway,1
Poland,1922-05-28,False,1,Friendly,Sweden,2
Sweden,1922-06-05,False,1,Friendly,Finland,4
Romania,1922-06-08,False,1,Friendly,Yugoslavia,2
Switzerland,1922-06-11,False,7,Friendly,Austria,1
Czechoslovakia,1922-06-11,False,0,Friendly,Denmark,3
France,1922-06-11,False,7,Friendly,Norway,0
Switzerland,1922-06-15,False,1,Friendly,Hungary,1
Australia,1922-06-17,False,3,Soccer Ashes,New Zealand,1
Australia,1922-06-24,False,1,Soccer Ashes,New Zealand,1
Czechoslovakia,1922-06-28,False,4,Friendly,Yugoslavia,3
Hungary,1922-07-02,False,0,Friendly,Germany,0
Australia,1922-07-08,False,3,Soccer Ashes,New Zealand,1
Hungary,1922-07-09,False,1,Friendly,Sweden,1
Hungary,1922-07-13,False,1,Friendly,Finland,5
Basque Country,1922-07-16,False,4,Friendly,Argentina,0
Basque Country,1922-07-20,False,3,Friendly,Uruguay,1
Basque Country,1922-07-27,False,3,Friendly,Argentina,1
Estonia,1922-08-11,False,10,Friendly,Finland,2
Czechoslovakia,1922-08-13,False,0,Friendly,Sweden,2
Norway,1922-08-23,False,0,Friendly,Sweden,0
Norway,1922-08-26,False,1,Friendly,Finland,3
Poland,1922-09-03,False,1,Friendly,Romania,1
Denmark,1922-09-10,False,3,Friendly,Norway,3
Chile,1922-09-17,False,1,Copa América,Brazil,1
Uruguay,1922-09-23,True,0,Copa América,Chile,2
Sweden,1922-09-24,False,0,Friendly,Norway,5
Estonia,1922-09-24,False,1,Friendly,Latvia,1
Hungary,1922-09-24,False,2,Friendly,Austria,2
Paraguay,1922-09-24,False,1,Copa América,Brazil,1
Chile,1922-09-28,True,4,Copa América,Argentina,0
Uruguay,1922-10-01,False,0,Copa América,Brazil,0
Sweden,1922-10-01,False,1,Friendly,Denmark,2
Poland,1922-10-01,False,1,Friendly,Yugoslavia,3
Paraguay,1922-10-05,True,0,Copa América,Chile,3
Uruguay,1922-10-08,True,0,Copa América,Argentina,1
Uruguay,1922-10-12,True,1,Copa América,Paraguay,0
Argentina,1922-10-15,False,2,Copa América,Brazil,0
Paraguay,1922-10-18,True,2,Copa América,Argentina,0
Northern Ireland,1922-10-21,False,2,British Home Championship,England,0
Argentina,1922-10-22,False,2,Copa Roca,Brazil,1
Chile,1922-10-22,False,1,Friendly,Argentina,0
Paraguay,1922-10-29,False,3,Friendly,Brazil,1
Paraguay,1922-11-06,False,3,Copa América,Brazil,0
Argentina,1922-11-12,False,1,Copa Lipton,Uruguay,0
Netherlands,1922-11-19,False,5,Friendly,Switzerland,0
Central Spain,1922-11-19,False,4,Friendly,Galicia,1
Austria,1922-11-26,False,1,Friendly,Hungary,2
Switzerland,1922-12-03,False,2,Friendly,Italy,2
Argentina,1922-12-10,False,1,Copa Premio Honor Uruguayo,Uruguay,0
Uruguay,1922-12-17,False,2,Copa Newton,Argentina,2
Spain,1922-12-17,False,1,Friendly,Portugal,2
Germany,1923-01-01,False,3,Friendly,Italy,1
Mexico,1923-01-01,False,2,Friendly,Guatemala,3
Mexico,1923-01-04,False,3,Friendly,Guatemala,1
Mexico,1923-01-07,False,1,Friendly,Guatemala,4
Galicia,1923-01-14,False,1,Friendly,Andalusia,4
Austria,1923-01-21,False,2,Friendly,Switzerland,0
France,1923-01-28,False,3,Friendly,Spain,0
Spain,1923-02-04,False,1,Friendly,Belgium,0
Brittany,1923-02-11,False,1,Friendly,Luxembourg,4
France,1923-02-25,False,4,Friendly,Belgium,1
Asturias,1923-02-25,False,1,Friendly,Galicia,3
Scotland,1923-03-03,False,0,British Home Championship,Northern Ireland,1
Hungary,1923-03-04,False,0,Friendly,Italy,0
England,1923-03-05,False,2,British Home Championship,Wales,2
Hungary,1923-03-11,False,1,Friendly,Switzerland,6
Wales,1923-03-17,False,2,British Home Championship,Scotland,0
Belgium,1923-03-19,False,6,Friendly,England,1
France,1923-04-02,False,8,Friendly,Netherlands,1
Alderney,1923-04-02,False,2,Peace Cup,Guernsey,1
Guernsey,1923-04-12,False,0,Muratti Vase,Jersey,1
England,1923-04-14,False,2,British Home Championship,Scotland,2
Northern Ireland,1923-04-14,False,0,British Home Championship,Wales,3
Italy,1923-04-15,False,0,Friendly,Austria,0
Switzerland,1923-04-22,False,2,Friendly,France,2
Alderney,1923-04-26,False,3,Muratti Vase,Guernsey,2
Belgium,1923-04-29,False,1,Friendly,Netherlands,1
Hungary,1923-05-06,False,1,Friendly,Austria,0
Denmark,1923-05-06,False,2,Friendly,Czechoslovakia,0
England,1923-05-10,False,1,Friendly,France,4
Netherlands,1923-05-10,False,0,Friendly,Germany,0
Paraguay,1923-05-20,False,0,Copa Chevallier Boutell,Argentina,2
England,1923-05-21,False,2,Friendly,Sweden,4
Philippines,1923-05-22,True,3,Far Eastern Championship Games,China,0
Philippines,1923-05-23,False,1,Far Eastern Championship Games,Japan,2
England,1923-05-24,False,1,Friendly,Sweden,3
China,1923-05-24,False,1,Far Eastern Championship Games,Japan,5
Paraguay,1923-05-25,False,1,Copa Chevallier Boutell,Argentina,0
Italy,1923-05-27,False,5,Friendly,Czechoslovakia,1
Yugoslavia,1923-06-03,False,1,Friendly,Poland,2
Germany,1923-06-03,False,1,Friendly,Switzerland,2
New Zealand,1923-06-09,False,2,Soccer Ashes,Australia,1
Yugoslavia,1923-06-10,False,1,Friendly,Romania,2
Austria,1923-06-10,False,4,Friendly,Sweden,2
New Zealand,1923-06-16,False,2,Soccer Ashes,Australia,3
Switzerland,1923-06-17,False,3,Friendly,Denmark,2
Finland,1923-06-17,False,3,Friendly,Norway,0
Finland,1923-06-20,False,5,Friendly,Sweden,4
Switzerland,1923-06-21,False,2,Friendly,Norway,2
Estonia,1923-06-24,False,0,Friendly,Lithuania,5
Uruguay,1923-06-24,False,0,Copa Lipton,Argentina,0
Germany,1923-06-29,False,2,Friendly,Sweden,1
New Zealand,1923-06-30,False,1,Soccer Ashes,Australia,4
Czechoslovakia,1923-07-01,False,0,Friendly,Romania,6
